,area_type,availability,location,size,total_sqft,bath,balcony,price
11752,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,940.0,2.0,2.0,35.0
11753,Built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,95.5
11754,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450.0,3.0,3.0,53.6
11755,Built-up  Area,Ready To Move,Whitefield,3 BHK,1615.0,3.0,0.0,96.9
11756,Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,2200.0,2.0,3.0,99.0
11757,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,985.0,2.0,1.0,62.5
11758,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1116.0,2.0,1.0,33.0
11759,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1105.0,2.0,1.0,39.5
11760,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1220.0,2.0,1.0,55.0
11761,Built-up  Area,Ready To Move,Hoodi,3 BHK,1400.0,3.0,2.0,74.0
11762,Built-up  Area,Ready To Move,Bhuvaneswari Nagar,4 Bedroom,2400.0,3.0,0.0,185.0
11763,Plot  Area,Ready To Move,Anandapura,3 Bedroom,850.0,3.0,0.0,63.0
11764,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2.0,1.0,35.0
11765,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1660.0,3.0,3.0,80.0
11766,Super built-up  Area,18-May,Old Madras Road,2 BHK,1165.0,2.0,1.0,52.0
11767,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,56.0
11768,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1270.0,2.0,2.0,45.0
11769,Super built-up  Area,18-Aug,2nd Phase JP Nagar,2 BHK,1070.0,2.0,2.0,38.0
11770,Built-up  Area,Ready To Move,RWF West Colony,3 BHK,1427.0,2.0,0.0,85.0
11771,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1420.0,2.0,2.0,95.0
11772,Plot  Area,Ready To Move,Kothanur,4 Bedroom,1600.0,5.0,0.0,130.0
11773,Super built-up  Area,Ready To Move,Langford Town,2 BHK,2031.0,2.0,2.0,200.0
11774,Super built-up  Area,19-Jul,Bellandur,2 BHK,1454.0,2.0,1.0,90.0
11775,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1116.0,2.0,3.0,48.76
11776,Plot  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,2000.0,3.0,1.0,180.0
11777,Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74.03
11778,Super built-up  Area,Ready To Move,Hessarghatta,2 BHK,1062.0,2.0,1.0,50.0
11779,Super built-up  Area,Ready To Move, Mysore Highway,1 BHK,700.0,1.0,1.0,25.5
11780,Super built-up  Area,19-Dec,JP Nagar,2 BHK,1405.0,2.0,1.0,99.0
11781,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,1100.0,2.0,2.0,50.0
11782,Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,2153.0,4.0,3.0,120.0
11783,Plot  Area,Ready To Move,Kammagondahalli,3 Bedroom,1200.0,3.0,2.0,120.0
11784,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,2135.0,3.0,2.0,170.0
11785,Built-up  Area,Ready To Move,Pai Layout,2 BHK,1068.0,2.0,3.0,48.0
11786,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,940.0,2.0,1.0,32.9
11787,Super built-up  Area,18-May,Hosa Road,2 BHK,1063.0,2.0,1.0,32.79
11788,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1382.0,2.0,2.0,84.5
11789,Super built-up  Area,Ready To Move,Harlur,2 BHK,936.0,2.0,1.0,45.0
11790,Super built-up  Area,Ready To Move,KR Puram,3 BHK,1400.0,2.0,3.0,60.0
11791,Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,475.0,1.0,1.0,26.0
11792,Super built-up  Area,Ready To Move,LIC Colony,2 BHK,1200.0,2.0,1.0,115.0
11793,Super built-up  Area,Ready To Move,Glass Factory Layout,3 BHK,1450.0,3.0,3.0,65.0
11794,Super built-up  Area,Ready To Move,Kudlu,2 BHK,1162.0,2.0,1.0,52.0
11795,Super built-up  Area,18-Dec,Hosa Road,2 BHK,1161.0,2.0,1.0,48.75
11796,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1623.29,2.0,2.0,105.0
11797,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1260.0,2.0,1.0,70.0
11798,Plot  Area,Ready To Move,Billekahalli,4 Bedroom,1672.0,3.0,2.0,190.0
11799,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,3000.0,4.0,2.0,240.0
11800,Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,1500.0,2.0,0.0,70.0
11801,Super built-up  Area,20-Jun,Budigere,1 BHK,705.0,1.0,0.0,34.545
11802,Plot  Area,Ready To Move,Gaurava Nagar,5 Bedroom,1650.0,6.0,0.0,200.0
11803,Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,2000.0,3.0,3.0,200.0
11804,Plot  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,1675.0,1.0,0.0,241.0
11805,Plot  Area,Ready To Move,Electronic City,3 Bedroom,1200.0,3.0,2.0,150.0
11806,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1100.0,2.0,2.0,46.2
11807,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1400.0,2.0,3.0,56.0
11808,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,2257.0,3.0,2.0,155.0
11809,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,56.5
11810,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1197.0,2.0,1.0,56.86
11811,Super built-up  Area,Ready To Move,Siddapura,2 BHK,1150.0,2.0,2.0,90.0
11812,Super built-up  Area,20-Dec,Akshayanagara East,1 BHK,595.0,1.0,1.0,40.0
11813,Super built-up  Area,21-Jul,Hoodi,3 BHK,1837.0,3.0,1.0,110.0
11814,Plot  Area,Ready To Move,Kumbalgodu,4 Bedroom,3750.0,4.0,0.0,190.0
11815,Super built-up  Area,Ready To Move,Bellandur,3 BHK,1830.0,3.0,3.0,91.86
11816,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1715.0,3.0,3.0,115.0
11817,Super built-up  Area,Ready To Move,Electronic City,2 BHK,970.0,2.0,1.0,35.0
11818,Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,1200.0,3.0,2.0,148.0
11819,Built-up  Area,Ready To Move,NRI Layout,4 Bedroom,2700.0,5.0,1.0,95.75
11820,Plot  Area,Ready To Move,Siddapura,3 Bedroom,5480.0,4.0,2.0,400.0
11821,Built-up  Area,Ready To Move,Vidyaranyapura,4 BHK,2400.0,5.0,1.0,135.0
11822,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3040.0,4.0,2.0,135.0
11823,Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,1.0,66.0
11824,Built-up  Area,Ready To Move,Mallappa Layout,3 BHK,1500.0,3.0,2.0,75.0
11825,Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,600.0,2.0,1.0,72.0
11826,Plot  Area,Ready To Move,5th Phase JP Nagar,8 Bedroom,1200.0,7.0,3.0,250.0
11827,Super built-up  Area,18-Dec,ITPL,2 BHK,850.0,2.0,1.0,25.4
11828,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,935.0,2.0,2.0,39.0
11829,Plot  Area,Ready To Move,Ullal Road,5 Bedroom,1200.0,5.0,1.0,235.0
11830,Super built-up  Area,18-Apr,Doddaballapur,1 BHK,654.0,1.0,1.0,49.0
11831,Built-up  Area,Ready To Move,Domlur,3 BHK,1650.0,3.0,1.0,180.0
11832,Plot  Area,Ready To Move,Dodsworth Layout,3 Bedroom,5656.0,5.0,0.0,499.0
11833,Super built-up  Area,Ready To Move,Vinayak Nagar,2 BHK,1300.0,2.0,1.0,33.0
11834,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,950.0,2.0,1.0,60.0
11835,Super built-up  Area,18-May,Silk Board,3 BHK,1250.0,3.0,2.0,54.0
11836,Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,1425.0,2.0,2.0,65.0
11837,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1165.0,1.0,0.0,42.09
11838,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1390.0,2.0,2.0,69.49
11839,Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1510.0,3.0,2.0,78.0
11840,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1305.0,2.0,2.0,90.0
11841,Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,1200.0,6.0,2.0,170.0
11842,Built-up  Area,Ready To Move,Kodigehaali,2 BHK,866.0,2.0,2.0,32.0
11843,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1231.0,2.0,1.0,84.5
11844,Super built-up  Area,Ready To Move,Sompura,3 BHK,1360.0,2.0,3.0,45.0
11845,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2500.0,3.0,3.0,138.0
11846,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140.0,2.0,3.0,55.0
11847,Super built-up  Area,19-Sep,Whitefield,2 BHK,1295.0,2.0,1.0,64.5
11848,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1020.0,2.0,2.0,45.75
11849,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,3504.0,4.0,0.0,262.0
11850,Plot  Area,Ready To Move,Sidedahalli,2 Bedroom,1200.0,1.0,0.0,50.0
11851,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2.0,1.0,41.0
11852,Plot  Area,19-Dec,Bannerghatta Road,4 Bedroom,4723.0,4.0,3.0,500.0
11853,Super built-up  Area,Ready To Move,Kothannur,2 BHK,820.0,2.0,2.0,37.0
11854,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,3508.0,4.0,1.0,386.0
11855,Plot  Area,Ready To Move,Versova Layout,4 Bedroom,3700.0,4.0,2.0,400.0
11856,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1354.0,2.0,2.0,70.0
11857,Super built-up  Area,Ready To Move,Basavangudi,4 BHK,2453.0,3.0,2.0,250.0
11858,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1154.0,2.0,1.0,51.8
11859,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,2.0,3.0,92.0
11860,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1205.0,2.0,2.0,60.0
11861,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,86.0
11862,Carpet  Area,Ready To Move,Doopanahalli,3 BHK,1625.0,3.0,1.0,150.0
11863,Built-up  Area,Ready To Move,Electronic City,3 Bedroom,1500.0,3.0,1.0,73.0
11864,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1520.0,2.0,3.0,80.0
11865,Built-up  Area,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2 BHK,1300.0,3.0,1.0,65.0
11866,Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,1150.0,2.0,2.0,47.0
11867,Super built-up  Area,18-Apr,Kadugodi,3 BHK,1762.0,3.0,3.0,109.0
11868,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,58.0
11869,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,2650.0,4.0,1.0,223.0
11870,Super built-up  Area,Ready To Move,Sompura,3 BHK,1350.0,2.0,2.0,47.0
11871,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,950.0,2.0,2.0,56.0
11872,Super built-up  Area,Ready To Move,Jakkur,3 BHK,3295.0,3.0,3.0,310.0
11873,Super built-up  Area,Ready To Move,Coconut Grove Layout,3 BHK,1515.0,3.0,3.0,80.5
11874,Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,1100.0,2.0,2.0,30.0
11875,Super built-up  Area,Ready To Move,Byrasandra,2 BHK,1250.0,2.0,2.0,65.0
11876,Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,1200.0,2.0,0.0,120.0
11877,Super built-up  Area,Ready To Move,5th Phase JP Nagar,7 BHK,2500.0,8.0,3.0,95.0
11878,Plot  Area,Ready To Move,Hoskote,4 Bedroom,1200.0,4.0,2.0,100.0
11879,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1355.0,2.0,2.0,51.5
11880,Super built-up  Area,18-May,Dominic Layout,3 BHK,1115.0,3.0,1.0,39.14
11881,Super built-up  Area,18-Apr,8th Phase JP Nagar,3 BHK,1275.0,3.0,2.0,45.0
11882,Super built-up  Area,19-Sep,Padmanabhanagar,3 BHK,2051.0,3.0,2.0,170.0
11883,Super built-up  Area,Ready To Move,BTM Layout,3 BHK,1470.0,2.0,2.0,99.0
11884,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,1550.0,2.0,3.0,70.0
11885,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1270.0,2.0,1.0,73.0
11886,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1600.0,3.0,3.0,170.0
11887,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1320.0,2.0,2.0,50.0
11888,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,2505.0,3.0,0.0,165.0
11889,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1200.0,2.0,3.0,70.0
11890,Super built-up  Area,18-Oct,Chennammana Kere,3 BHK,1705.0,2.0,1.0,86.96
11891,Super built-up  Area,Ready To Move,Electronic City,2 BHK,995.0,2.0,1.0,48.0
11892,Built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1081.0,2.0,1.0,52.0
11893,Super built-up  Area,18-Dec,Sonnenahalli,1 BHK,605.0,1.0,1.0,30.24
11894,Built-up  Area,Ready To Move,Yelahanka,1 BHK,567.0,1.0,1.0,25.0
11895,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1718.0,3.0,2.0,275.0
11896,Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,1410.5,2.0,0.0,70.385
11897,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,600.0,5.0,1.0,135.0
11898,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1715.0,3.0,2.0,105.0
11899,Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,3206.0,5.0,0.0,270.0
11900,Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,1500.0,4.0,0.0,235.0
11901,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1846.0,3.0,2.0,120.0
11902,Plot  Area,Ready To Move,Coconut Garden,3 Bedroom,600.0,3.0,1.0,90.0
11903,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1015.0,2.0,3.0,56.0
11904,Plot  Area,Ready To Move,Dollars Colony,4 Bedroom,4350.0,8.0,0.0,2600.0
11905,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100.0,2.0,1.0,36.0
11906,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1965.0,4.0,2.0,125.0
11907,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,1021.0,2.0,2.0,45.9
11908,Super built-up  Area,18-Apr,Haralur Road,2 BHK,1230.0,2.0,1.0,67.65
11909,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1260.0,2.0,2.0,55.0
11910,Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,2400.0,4.0,1.0,700.0
11911,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1894.0,4.0,1.0,114.0
11912,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,1500.0,4.0,2.0,233.0
11913,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,1231.0,2.0,3.0,66.0
11914,Built-up  Area,Ready To Move,R.T. Nagar,4 BHK,1800.0,3.0,0.0,120.0
11915,Super built-up  Area,Ready To Move,KAMAKIYA,3 BHK,1650.0,3.0,2.0,135.0
11916,Plot  Area,Ready To Move,Kirloskar Layout,5 Bedroom,750.0,3.0,1.0,88.0
11917,Super built-up  Area,Ready To Move,Begur,3 BHK,1443.0,2.0,2.0,70.0
11918,Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,886.0,4.0,2.0,120.0
11919,Super built-up  Area,Ready To Move,Wheelers Road,2 BHK,925.0,2.0,1.0,68.0
11920,Super built-up  Area,18-Sep,Chandapura,3 BHK,1305.0,3.0,1.0,33.28
11921,Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,1190.0,2.0,2.0,46.41
11922,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1284.0,2.0,2.0,53.36
11923,Plot  Area,Ready To Move,MM Layout,4 Bedroom,350.0,3.0,1.0,45.0
11924,Plot  Area,Ready To Move,Palace Guttahalli,3 Bedroom,875.0,3.0,1.0,115.0
11925,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1325.0,2.0,1.0,59.0
11926,Plot  Area,Ready To Move,Sector 6 HSR Layout,6 Bedroom,2400.0,5.0,2.0,750.0
11927,Super built-up  Area,18-Jun,Kudlu Gate,2 BHK,1183.0,2.0,1.0,79.54
11928,Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3 BHK,1750.0,3.0,2.0,100.0
11929,Super built-up  Area,Ready To Move,Nagashetty Halli,4 BHK,16335.0,4.0,2.0,149.0
11930,Super built-up  Area,Ready To Move,Doddagubbi,1 BHK,747.0,1.0,2.0,27.0
11931,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1342.0,2.0,1.0,90.0
11932,Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,1113.0,2.0,1.0,52.0
11933,Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,1738.0,3.0,2.0,110.0
11934,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1206.0,2.0,0.0,90.0
11935,Super built-up  Area,19-Mar,Hebbal,4 BHK,2790.0,4.0,3.0,198.0
11936,Super built-up  Area,18-Mar,Hebbal,2 BHK,1162.0,2.0,1.0,59.0
11937,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1857.0,4.0,3.0,155.0
11938,Built-up  Area,Ready To Move,Kattigenahalli,6 Bedroom,3500.0,6.0,0.0,115.0
11939,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,240.0
11940,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2.0,1.0,45.99
11941,Plot  Area,Ready To Move,Koramangala,4 Bedroom,2400.0,5.0,3.0,550.0
11942,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1290.0,2.0,2.0,72.0
11943,Built-up  Area,Ready To Move,Thubarahalli,4 BHK,3408.0,5.0,0.0,145.0
11944,Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,900.0,2.0,1.0,145.0
11945,Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,1150.0,2.0,0.0,70.0
11946,Plot  Area,Ready To Move,Banashankari,3 Bedroom,1040.0,2.0,1.0,109.0
11947,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1160.0,2.0,2.0,64.08
11948,Super built-up  Area,Ready To Move,Soundarya Layout,2 BHK,900.0,2.0,2.0,27.0
11949,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,1750.0,3.0,1.0,185.0
11950,Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,2240.0,4.0,2.0,160.0
11951,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,891.0,2.0,1.0,26.0
11952,Plot  Area,Ready To Move,Udaya Nagar,5 Bedroom,1000.0,4.0,3.0,80.0
11953,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1852.0,3.0,2.0,125.0
11954,Super built-up  Area,Ready To Move,Chandapura,3 BHK,1323.0,2.0,1.0,42.0
11955,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,67.5
11956,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1370.0,2.0,2.0,60.0
11957,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,1129.0,2.0,1.0,50.0
11958,Super built-up  Area,Ready To Move,Mahalakshmi Layout,3 BHK,1876.0,3.0,1.0,150.0
11959,Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,1720.0,3.0,1.0,95.0
11960,Plot  Area,Ready To Move,Jalahalli East,4 Bedroom,1200.0,4.0,1.0,80.0
11961,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1175.0,2.0,2.0,86.68
11962,Super built-up  Area,Ready To Move,Nagawara Junction,1 BHK,500.0,1.0,2.0,51.0
11963,Plot  Area,Ready To Move,Dasappa Layout,5 Bedroom,1200.0,5.0,2.0,85.0
11964,Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,1200.0,1.0,0.0,295.0
11965,Super built-up  Area,19-Jan,Hosa Road,3 BHK,1893.0,3.0,2.0,130.0
11966,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1430.0,3.0,2.0,52.0
11967,Built-up  Area,Ready To Move,Green View Layout,2 BHK,850.0,2.0,2.0,45.0
11968,Super built-up  Area,17-Mar,CV Raman Nagar,2 BHK,1392.0,2.0,1.0,110.0
11969,Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,1938.0,3.0,3.0,105.0
11970,Super built-up  Area,18-Oct,Chennammanakere Achukattu,2 BHK,1020.0,2.0,2.0,52.0
11971,Plot  Area,Ready To Move,"beml layout, basaveshwara nagar",3 Bedroom,2400.0,2.0,1.0,360.0
11972,Super built-up  Area,Ready To Move,HBR Layout,3 BHK,1832.0,3.0,2.0,160.0
11973,Super built-up  Area,Ready To Move,Konanakunte,3 BHK,1423.0,2.0,2.0,85.0
11974,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1432.0,2.0,1.0,85.0
11975,Plot  Area,Ready To Move,2nd Block Hrbr Layout,4 Bedroom,1350.0,4.0,3.0,235.0
11976,Plot  Area,Ready To Move,BTM 2nd Stage,8 Bedroom,1500.0,6.0,0.0,270.0
11977,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1480.0,3.0,2.0,65.0
11978,Plot  Area,Ready To Move,Lingarajapuram,3 Bedroom,760.0,4.0,2.0,95.0
11979,Super built-up  Area,18-Dec,Hulimavu,3 BHK,1916.0,2.0,1.0,150.0
11980,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1160.0,2.0,2.0,44.08
11981,Super built-up  Area,18-Jun,Old Madras Road,2 BHK,2640.0,2.0,1.0,170.0
11982,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1160.0,2.0,3.0,53.0
11983,Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200.0,2.0,1.0,80.0
11984,Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,1500.0,3.0,3.0,100.0
11985,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1336.0,2.0,3.0,50.35
11986,Built-up  Area,Ready To Move,Choodasandra,2 BHK,1065.0,2.0,1.0,46.0
11987,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1294.0,2.0,1.0,115.0
11988,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1550.0,3.0,2.0,68.5
11989,Super built-up  Area,Ready To Move,Bank Of Baroda Colony,2 BHK,1005.0,2.0,2.0,40.0
11990,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1430.0,2.0,1.0,102.0
11991,Super built-up  Area,18-Dec,Frazer Town,4 BHK,4100.0,4.0,3.0,660.0
11992,Super built-up  Area,22-Jun,Hoodi,3 BHK,1660.0,3.0,2.0,125.0
11993,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,3.0,56.0
11994,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1470.0,2.0,1.0,75.0
11995,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1045.0,2.0,1.0,76.77
11996,Super built-up  Area,Ready To Move,Hebbal,4 BHK,4225.0,6.0,0.0,359.0
11997,Built-up  Area,Ready To Move,Anjanapura,2 BHK,950.0,2.0,0.0,30.0
11998,Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,1382.0,3.0,1.0,65.0
11999,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,930.0,2.0,2.0,46.0
12000,Super built-up  Area,Ready To Move,Vijinapura,2 BHK,1290.0,2.0,2.0,71.95
12001,Built-up  Area,Ready To Move,Whitefield,3 BHK,1010.0,2.0,1.0,45.0
12002,Built-up  Area,Ready To Move,Brookefield,4 BHK,3050.0,4.0,0.0,130.0
12003,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1200.0,2.0,2.0,71.0
12004,Built-up  Area,Ready To Move,3rd Block Hrbr Layout,3 BHK,1650.0,3.0,2.0,140.0
12005,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,2.0,88.0
12006,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2367.0,3.0,2.0,320.0
12007,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,56.55
12008,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2087.01,4.0,2.0,160.0
12009,Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,1200.0,2.0,1.0,47.0
12010,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,1844.0,3.0,1.0,89.0
12011,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1215.0,2.0,1.0,43.75
12012,Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,1194.0,2.0,1.0,57.0
12013,Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,1220.0,2.0,2.0,52.0
12014,Built-up  Area,Ready To Move,1st Block HBR Layout,4 BHK,3150.0,4.0,2.0,150.0
12015,Super built-up  Area,18-May,Bommasandra,2 BHK,955.0,2.0,1.0,37.97
12016,Built-up  Area,Ready To Move,Kadugondanahalli,5 Bedroom,2000.0,5.0,0.0,75.0
12017,Super built-up  Area,18-Aug,Magadi Road,2 BHK,884.0,2.0,1.0,48.0
12018,Super built-up  Area,Ready To Move,Kathriguppe,2 BHK,1250.0,2.0,1.0,68.75
12019,Super built-up  Area,Ready To Move,Bommasandra Industrial Area,2 BHK,7000.0,2.0,1.0,135.0
12020,Plot  Area,Ready To Move,Dodda Nekkundi,3 Bedroom,2400.0,4.0,2.0,300.0
12021,Super built-up  Area,Ready To Move,Harlur,4 BHK,2990.0,4.0,1.0,225.0
12022,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1195.0,2.0,1.0,52.0
12023,Super built-up  Area,Ready To Move,Sadhguru Layout,1 BHK,2559.0,1.0,1.0,55.0
12024,Built-up  Area,18-Mar,Begur,2 BHK,1200.0,2.0,1.0,33.0
12025,Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,984.0,2.0,1.0,45.75
12026,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,1089.0,2.0,1.0,40.0
12027,Super built-up  Area,19-Mar,Hennur Road,2 BHK,1165.0,2.0,1.0,52.0
12028,Super built-up  Area,Ready To Move,Chandapura,1 BHK,410.0,1.0,1.0,10.0
12029,Super built-up  Area,18-Dec,Hennur,3 BHK,1482.0,3.0,1.0,110.0
